MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_NaN,MasVnrArea_NaN,GarageYrBlt_NaN,YearBuilt_diff,YearRemodAdd_diff,GarageYrBlt_diff,SalePrice
20,4,4.248495242049359,8.95712413640568,1,3,3,1,4,2,22,5,1,4,5,5,7,1962,1980,2,1,8,9,3,0.0,3,2,3,3,3,3,1,504,2,108,319,931,2,3,1,3,7.1569563646156364,0,0,7.1569563646156364,1,0,1,0,3,1,3,6,4,0,4,3,1980,2,2,506,2,2,2,0,0,0,0,0,0,0,10,2008,3,4,0,0,0,46,28,28,140000
20,4,4.442651256490317,9.228376734462282,1,2,3,1,2,2,18,2,1,4,5,8,5,2006,2006,1,1,10,10,1,420.0,2,3,4,1,3,0,4,1220,5,0,440,1660,2,4,1,3,7.414572881350589,0,0,7.414572881350589,1,0,2,0,3,1,2,8,4,1,4,4,2006,1,2,500,2,2,2,322,50,0,0,0,0,0,5,2006,2,3,0,0,0,0,0,0,290000
60,4,4.248495242049359,9.325274910068282,1,3,3,1,4,2,13,5,1,4,4,6,5,1992,1992,2,1,7,7,3,0.0,2,3,4,2,3,3,5,0,5,0,1055,1055,2,4,1,3,6.961296045910167,790,0,7.520234556474628,0,0,2,1,3,1,2,8,4,1,3,4,1992,1,2,462,2,2,2,635,104,0,0,0,0,400,5,2010,3,4,0,0,0,18,18,18,189000
50,4,5.0238805208462765,9.403766708502244,1,2,2,1,4,1,17,5,1,4,3,8,7,1988,2005,2,1,7,7,3,0.0,2,3,0,2,3,2,4,427,5,0,132,559,2,2,1,3,6.984716320118266,672,0,7.468513271496337,0,0,2,0,4,1,3,8,4,0,4,1,1988,1,2,492,2,2,2,325,12,0,0,0,0,0,6,2010,3,4,0,0,0,22,5,22,164000
30,4,3.912023005428146,9.142061531222888,1,3,3,1,4,2,19,5,1,4,5,4,6,1941,1950,1,1,8,9,3,0.0,3,3,3,3,3,3,1,344,5,0,328,672,2,3,1,3,6.51025834052315,0,0,6.51025834052315,1,0,1,0,2,1,3,4,4,0,4,4,1941,2,1,234,2,2,1,0,113,0,0,0,0,0,8,2009,3,4,0,0,0,68,59,68,113000
80,4,4.0943445622221,9.234642664499148,1,2,3,1,2,2,15,5,1,4,2,4,9,1965,2001,2,1,10,10,3,0.0,3,2,3,3,2,2,4,648,5,0,0,648,2,4,1,3,6.866933284461882,0,0,6.866933284461882,1,1,0,0,0,1,3,3,4,0,4,4,1965,2,1,364,2,2,2,88,0,0,0,0,0,0,5,2006,3,4,1,0,0,41,5,41,145000
85,4,4.23410650459726,9.230633075243944,1,2,3,1,4,2,22,5,1,4,1,5,5,1962,1962,2,1,8,9,3,0.0,3,3,3,3,3,2,2,784,5,0,141,925,2,3,1,3,6.906754778648554,0,0,6.906754778648554,1,0,1,0,3,1,3,6,4,0,4,4,1962,2,1,300,2,2,2,150,72,0,0,0,0,0,5,2006,3,4,0,0,0,44,44,44,134500
20,4,4.59511985013459,8.867004635333567,1,2,3,1,4,2,15,5,1,4,5,5,5,1966,1966,2,1,10,10,3,0.0,3,3,3,3,3,3,1,180,3,374,340,894,2,3,1,3,6.795705775173514,0,0,6.795705775173514,0,0,1,0,3,1,3,5,4,0,4,3,1966,1,1,384,2,2,2,0,0,0,0,0,0,0,5,2007,3,4,0,0,0,41,41,41,125000
90,3,4.219507705176107,9.097171673870545,1,3,3,1,4,2,15,2,1,2,3,6,5,1978,1978,2,1,10,10,3,0.0,3,3,1,3,3,3,5,0,5,0,0,0,2,3,1,3,7.183870715062453,584,0,7.550661243105336,0,0,2,0,4,2,3,8,4,0,4,4,1978,2,2,539,2,2,2,0,0,0,0,0,0,0,4,2010,3,4,0,0,0,32,32,32,112000
20,2,4.276666119016055,9.0641578617981,1,3,3,1,4,2,18,5,1,4,5,8,5,2009,2009,2,1,5,5,1,72.0,2,3,4,2,3,0,4,936,5,0,364,1300,2,4,1,3,7.180831199044556,0,0,7.180831199044556,1,0,2,0,3,1,2,6,4,0,4,4,2009,1,2,552,2,2,2,135,112,0,0,0,0,0,9,2009,2,3,0,0,0,0,0,0,229456
50,3,3.951243718581428,8.738735461363474,1,3,3,1,4,2,12,5,1,4,3,4,5,1947,1950,2,1,1,0,3,0.0,3,3,1,3,3,3,5,0,5,0,0,0,2,2,0,3,6.51025834052315,240,0,6.815639990074331,0,0,1,0,2,1,3,3,4,0,4,4,2005,2,0,0,2,2,1,0,0,0,0,0,0,0,7,2006,3,4,0,0,1,59,56,1,80500
160,3,3.044522437723423,7.426549072397305,1,3,3,1,4,2,0,5,1,1,4,6,5,1971,1971,2,1,5,5,2,236.0,3,3,3,3,3,3,5,0,5,0,672,672,2,3,1,3,6.51025834052315,546,0,7.1049654482698426,0,0,1,1,3,1,3,7,4,0,4,4,2005,2,0,0,2,2,1,201,0,0,0,0,0,0,4,2006,3,2,0,0,1,35,35,1,91500
20,4,4.189654742026425,8.961879012677683,1,2,3,1,4,2,22,5,1,4,5,5,5,1964,1964,2,1,7,7,3,0.0,3,3,3,3,3,3,1,312,3,600,0,912,2,3,1,3,6.815639990074331,0,0,6.815639990074331,0,0,1,0,2,1,3,5,4,0,4,4,1964,2,1,288,2,2,2,0,0,0,0,0,0,0,11,2006,3,2,0,0,0,42,42,42,115000
20,4,4.007333185232471,9.017968479328726,1,3,3,1,4,2,15,4,1,4,5,5,5,1968,1968,1,1,9,8,3,0.0,3,3,3,3,3,3,2,250,3,492,210,952,2,4,1,3,7.099201743553092,0,0,7.099201743553092,0,0,1,0,3,1,3,5,4,1,3,4,1968,2,1,322,2,2,2,0,63,0,0,0,0,0,8,2008,3,4,0,0,0,40,40,40,134000
50,4,4.356708826689592,9.25874951118387,1,3,3,1,4,2,22,3,1,4,3,6,6,1949,1950,2,1,7,7,2,320.0,3,3,3,3,3,0,1,196,5,0,844,1040,2,4,1,3,7.0630481633881725,678,0,7.520776415062797,0,0,2,0,3,1,3,7,4,1,4,4,1949,2,1,315,2,2,2,0,0,0,0,0,0,0,1,2007,3,4,0,0,0,58,57,58,143000
20,4,4.48863636973214,9.276128112514186,1,3,3,1,4,2,22,5,1,4,5,5,3,1951,1951,1,1,7,7,2,44.0,3,3,3,3,1,3,0,756,5,0,1380,2136,2,3,0,2,7.666690200080086,0,0,7.666690200080086,0,0,2,0,4,1,3,7,0,0,4,3,1951,2,2,528,2,2,2,0,30,0,0,0,0,0,10,2006,3,4,0,0,0,55,55,55,137900
60,4,4.0943445622221,9.641083287268616,1,2,3,1,4,2,17,1,1,4,4,7,5,2004,2005,2,1,10,10,3,0.0,2,3,4,2,3,2,4,724,5,0,64,788,2,4,1,3,6.669498089857879,702,0,7.306531398939505,1,0,2,1,3,1,2,8,4,1,4,4,2004,0,2,388,2,2,2,100,75,0,0,0,0,0,2,2008,3,4,0,0,0,4,3,4,184000
80,4,4.174387269895637,9.257414779362112,1,3,3,1,4,2,22,5,1,4,2,6,8,1958,1958,1,1,10,10,2,63.0,3,2,3,3,3,2,4,507,5,0,81,588,2,4,1,3,7.037027614686276,0,0,7.037027614686276,0,1,1,0,3,1,3,6,4,0,4,4,1958,1,1,264,2,2,2,224,0,0,0,0,0,0,6,2007,3,4,0,0,0,49,49,49,145000
60,4,4.454347296253507,9.588639812011577,1,2,3,1,2,2,18,4,1,4,4,6,5,2007,2007,2,1,10,10,1,74.0,2,3,4,2,3,0,5,0,5,0,894,894,2,4,1,3,6.795705775173514,1039,0,7.566828479208331,0,0,2,1,4,1,2,9,4,1,4,2,2007,0,3,668,2,2,2,100,18,0,0,0,0,0,1,2008,3,4,0,0,0,1,1,1,214000
20,4,4.276666119016055,9.090655529030204,1,3,3,1,3,2,22,5,1,4,5,5,8,1965,2008,2,1,10,10,2,300.0,3,3,3,3,3,3,3,595,5,0,317,912,2,4,1,3,6.815639990074331,0,0,6.815639990074331,1,0,1,0,2,1,2,5,4,0,4,3,1992,2,2,576,2,2,2,0,240,0,0,0,0,0,12,2008,3,4,0,0,0,43,0,16,147000
120,4,4.174387269895637,9.078978053779355,1,3,3,1,3,2,16,5,1,3,5,9,5,2008,2008,1,1,8,9,2,766.0,1,3,4,1,3,3,4,1540,5,0,162,1702,2,4,1,3,7.43955930913332,0,0,7.43955930913332,1,0,1,1,1,1,1,7,4,1,4,4,2008,0,3,1052,2,2,2,0,72,0,0,224,0,0,10,2008,2,3,0,0,0,0,0,0,367294
80,4,4.248495242049359,8.9758830607617,1,3,3,1,4,2,22,5,1,4,2,5,5,1960,1960,1,1,4,8,3,0.0,3,3,3,3,3,3,3,666,5,0,409,1075,2,2,1,3,7.317876198626496,0,0,7.317876198626496,0,0,2,0,4,1,3,7,1,0,4,1,1960,2,1,404,2,2,2,0,0,0,0,0,0,0,8,2008,3,4,0,0,0,48,48,48,127000
90,4,4.0943445622221,9.846387960495557,1,2,3,1,4,2,15,4,0,2,3,5,5,1977,1977,0,1,6,6,3,1.0,3,3,3,2,3,3,4,498,4,211,652,1361,2,4,1,3,7.215975002651466,1259,0,7.8709295967551425,0,0,2,2,4,2,3,12,4,1,3,2,1977,1,2,600,2,2,1,155,24,145,0,0,0,8300,8,2007,3,4,1,0,0,30,30,30,190000
90,4,4.248495242049359,8.952605375892354,1,3,3,1,4,2,22,5,1,2,2,5,6,1962,1962,1,1,7,7,2,120.0,3,3,3,3,3,2,3,803,5,0,303,1106,2,3,1,3,7.081708586105575,0,0,7.081708586105575,1,0,1,0,3,1,3,6,4,0,4,4,1962,2,2,540,2,2,2,0,18,0,0,0,0,0,5,2006,3,4,0,0,0,44,44,44,132500
90,4,4.248495242049359,9.194414221425925,1,3,3,1,1,2,22,5,1,2,5,4,5,1962,1962,2,1,9,8,3,0.0,3,3,1,3,3,3,5,0,5,0,0,0,2,3,1,3,7.109879463072272,0,0,7.109879463072272,0,0,2,0,2,2,3,6,4,0,4,0,1962,2,2,462,2,2,2,0,0,0,0,0,0,0,3,2007,3,4,0,0,0,45,45,45,101800
20,4,4.0943445622221,9.405907155520158,1,2,3,1,4,2,22,5,1,4,5,5,5,1959,1959,1,1,6,6,2,180.0,3,3,3,3,3,3,1,1000,5,0,188,1188,2,1,1,3,7.080026499922591,0,0,7.080026499922591,1,0,1,0,3,1,3,6,4,0,4,4,1959,1,2,531,2,2,2,0,0,0,0,0,0,0,5,2010,1,2,1,0,0,51,51,51,142000
70,1,4.007333185232471,9.050758302151715,1,3,2,1,4,2,4,5,1,4,4,5,6,1911,1950,2,1,8,9,3,0.0,3,3,4,3,3,2,5,0,5,0,940,940,2,3,0,2,6.931471805599453,940,0,7.582738488914411,0,0,1,1,4,1,3,7,4,0,4,4,2005,2,0,0,2,2,1,0,192,0,0,0,0,0,11,2008,3,2,0,0,1,97,58,3,130000
70,4,4.564348191467836,9.482807278621484,1,3,3,1,4,2,11,5,1,4,4,5,5,1914,1950,2,1,7,7,3,0.0,3,3,2,2,3,0,5,0,5,0,747,747,2,2,1,1,6.79346613258001,892,0,7.486613313139955,0,0,1,1,4,1,3,9,4,0,4,3,1914,2,1,180,1,1,1,203,40,0,0,0,0,0,7,2006,3,4,0,0,0,92,56,92,138887
160,4,3.58351893845611,7.873978379604501,1,3,3,1,4,2,16,5,1,1,4,7,5,2003,2003,2,1,10,4,1,106.0,2,3,4,2,3,3,5,0,5,0,764,764,2,4,1,3,6.638567789166521,862,0,7.3938782901077555,0,0,2,1,2,1,2,6,4,0,4,2,2003,1,2,474,2,2,2,0,27,0,0,0,0,0,6,2010,3,4,0,0,0,7,7,7,175500
60,4,3.713572066704308,9.424887076064874,1,1,3,1,1,2,21,5,1,4,4,7,5,2004,2005,2,1,10,10,3,0.0,2,3,4,2,3,3,5,0,5,0,847,847,2,4,1,3,6.741700694652055,1101,0,7.57455848420248,0,0,2,1,4,1,2,8,4,1,4,2,2004,0,2,434,2,2,2,100,48,0,0,0,0,0,9,2006,3,4,0,0,0,2,1,2,195000
20,4,4.143134726391533,9.478227817099784,1,3,3,1,4,2,13,2,1,4,5,6,5,2005,2005,2,1,10,10,3,0.0,2,3,4,2,3,3,5,0,5,0,1141,1141,2,4,1,3,7.039660349862076,0,0,7.039660349862076,0,0,1,1,3,1,3,6,4,0,4,3,2005,2,2,484,2,2,2,0,0,0,0,0,0,0,3,2006,3,2,0,0,0,1,1,1,142500
20,4,4.158883083359672,9.109082539901957,1,2,1,1,4,2,8,5,1,4,5,8,5,2006,2006,1,1,10,10,2,32.0,2,3,4,2,3,2,4,428,5,0,1048,1476,2,4,1,3,7.302496423727326,0,0,7.302496423727326,0,0,2,0,2,1,1,6,4,1,4,4,2006,1,2,472,2,2,2,120,33,0,0,0,0,0,12,2007,3,4,0,0,0,1,1,1,265900
60,4,4.174387269895637,9.006754319877503,1,3,3,1,4,2,21,5,1,4,4,7,5,2003,2003,2,1,10,10,2,252.0,2,3,4,2,3,3,4,550,5,0,334,884,2,4,1,3,6.784457062637643,884,0,7.477604243197589,1,0,2,1,3,1,2,8,4,0,4,4,2003,1,2,543,2,2,2,0,63,0,0,0,0,0,7,2008,3,4,0,0,0,5,5,5,224900
20,4,4.418840607796598,9.195125206169704,1,3,3,1,4,2,18,5,1,4,5,7,6,2007,2007,1,1,10,10,1,0.0,2,3,4,2,3,2,5,0,5,0,1689,1689,2,4,1,3,7.4318919168078,0,0,7.4318919168078,0,0,2,0,3,1,2,7,4,0,4,4,2007,1,3,954,2,2,2,0,56,0,0,0,0,0,6,2007,2,3,0,0,0,0,0,0,248328
85,4,4.442651256490317,9.270964993792616,1,3,3,1,4,2,14,5,1,4,1,7,6,1974,1974,2,1,6,6,2,81.0,3,3,3,2,3,1,4,885,3,168,0,1053,2,3,1,3,7.067319848653476,0,0,7.067319848653476,1,0,2,0,3,1,2,6,4,2,3,4,1974,1,2,528,2,2,2,0,120,0,0,0,0,0,1,2010,3,1,0,0,0,36,36,36,170000
20,4,4.672828834461906,9.53899642739739,1,3,3,1,4,2,16,5,1,4,5,10,5,2006,2006,2,1,10,10,3,0.0,1,3,4,1,2,1,4,1386,5,0,690,2076,2,4,1,3,7.638198244285779,0,0,7.638198244285779,1,0,2,1,2,1,1,7,4,1,4,4,2006,0,3,850,2,2,2,216,229,0,0,0,0,0,9,2006,2,3,0,1,0,0,0,0,465000
70,4,4.0943445622221,9.344434106456882,1,2,1,1,3,1,11,5,1,4,4,8,7,1929,1950,2,1,4,2,3,0.0,3,3,4,2,3,3,5,0,5,0,792,792,2,1,1,3,6.674561391814426,725,0,7.324489979348532,0,0,1,0,3,1,2,7,4,2,4,3,1931,2,2,400,2,2,2,0,0,0,0,0,0,0,6,2006,3,4,1,0,0,77,56,75,230000
80,4,4.356708826689592,9.400133943608838,1,3,3,1,4,2,14,5,1,4,2,6,7,1984,2003,1,1,10,10,2,74.0,3,3,3,2,3,3,5,0,5,0,585,585,2,4,1,3,7.038783541388542,728,0,7.532623618788788,0,0,3,1,3,1,3,7,4,1,3,2,1984,0,2,477,2,2,2,268,112,0,0,147,0,0,1,2007,3,2,0,0,0,23,4,23,178000
60,2,4.174387269895637,9.002701007197938,1,3,3,1,4,2,18,5,1,4,4,7,5,2005,2006,2,1,10,10,3,0.0,2,3,4,2,3,3,5,0,5,0,756,756,2,4,1,3,6.628041376179533,797,0,7.347943823148687,0,0,2,1,3,1,2,6,4,0,4,4,2005,1,2,615,2,2,2,0,45,0,0,0,0,0,3,2006,2,3,0,0,0,1,0,1,186500
80,4,4.0943445622221,9.419628376999952,1,2,3,1,4,2,10,5,1,4,2,6,5,1976,1976,2,1,9,8,2,335.0,3,3,3,3,3,2,4,539,5,0,473,1012,2,3,1,3,6.941190055068375,0,0,6.941190055068375,1,0,1,0,3,1,3,6,4,0,4,4,1976,2,3,888,2,2,2,0,0,0,0,0,0,0,5,2010,3,4,1,0,0,34,34,34,169900
75,3,4.0943445622221,9.169518377455928,1,3,3,1,4,2,20,5,1,4,0,6,5,1917,1950,2,1,1,0,3,0.0,3,3,2,2,3,3,1,319,5,0,416,735,0,1,0,3,7.033506484287697,924,0,7.629489916393995,0,0,1,1,3,1,3,8,4,1,4,3,1950,2,2,396,1,1,0,0,0,259,0,0,0,0,4,2008,3,4,0,0,0,91,58,58,129500
20,4,4.0943445622221,8.881836305004146,1,3,3,1,4,2,22,5,1,4,5,5,7,1950,1950,2,1,8,9,3,0.0,3,3,3,3,3,3,2,534,4,96,246,876,2,3,1,3,6.895682697747868,0,0,6.895682697747868,0,0,1,0,3,1,3,6,4,0,4,4,1950,2,1,276,2,2,2,0,80,0,0,0,0,0,5,2007,3,4,0,0,0,57,57,57,119000
20,4,4.532599493153256,9.3200912359353,1,3,3,1,3,2,22,5,1,4,5,7,5,1968,1968,1,1,4,1,3,0.0,2,3,3,3,3,3,3,1065,5,0,1045,2110,2,4,1,3,7.654443226470112,0,0,7.654443226470112,1,0,2,1,3,1,1,8,4,2,3,4,1968,0,2,522,2,2,2,0,0,0,0,0,0,0,4,2010,3,4,0,0,0,42,42,42,244000
120,4,4.0943445622221,8.0507033814703,1,2,3,1,3,2,16,5,1,3,5,7,5,2003,2003,2,1,10,4,1,163.0,2,3,4,2,3,3,5,0,5,0,1405,1405,2,4,1,3,7.247792581767846,0,0,7.247792581767846,0,0,2,0,2,1,2,6,4,1,4,4,2003,1,2,478,2,2,2,148,36,0,0,0,0,0,3,2006,3,4,1,0,0,3,3,3,171750
20,4,4.127134385045092,9.196038587265322,1,3,3,1,4,2,10,5,1,4,5,5,6,1968,1968,2,1,9,8,3,0.0,3,3,3,3,3,3,2,510,5,0,354,864,2,3,1,3,6.773080375655535,0,0,6.773080375655535,1,0,1,0,3,1,3,5,4,0,4,4,1968,1,1,288,2,2,2,33,0,0,0,0,0,600,11,2009,3,4,0,0,0,41,41,41,130000
60,4,4.0943445622221,9.772353284511327,1,2,3,1,4,2,3,5,1,4,4,7,7,1974,2003,2,1,7,7,3,0.0,2,3,3,3,3,1,0,125,1,1031,36,1192,2,3,1,3,7.323830566202317,651,0,7.681099001536359,1,0,2,1,3,1,2,9,4,2,4,4,1974,1,2,518,2,2,2,220,47,0,0,0,0,0,7,2007,3,4,1,0,0,33,4,33,294000
60,4,4.0943445622221,8.843759381917984,1,3,3,1,4,2,19,5,1,4,4,7,5,2003,2004,2,1,10,10,1,92.0,2,3,4,2,3,3,5,0,5,0,746,746,2,4,1,3,6.633318433280377,896,0,7.412160334945205,0,0,2,1,3,1,2,7,4,1,4,2,2003,0,2,397,2,2,2,178,128,0,0,0,0,0,7,2008,3,4,0,0,0,5,4,5,165400
50,3,3.951243718581428,8.738735461363474,1,3,3,1,4,2,12,5,1,4,3,6,6,1931,1950,2,1,7,7,3,0.0,3,3,2,3,1,3,0,425,5,0,459,884,2,3,1,2,6.865891074883439,408,0,7.220373836723949,0,0,1,0,3,1,3,6,4,1,4,3,1978,2,1,560,2,2,2,0,0,0,0,120,0,0,11,2007,3,4,0,0,0,76,57,29,127500
20,4,4.51085950651685,9.5682245844549,1,2,3,1,3,2,9,5,1,4,5,8,5,1994,1994,1,1,9,8,2,554.0,2,3,4,2,3,1,4,1314,5,0,672,1986,2,4,1,3,7.594381242551817,0,0,7.594381242551817,1,0,2,0,2,1,2,7,4,1,3,4,1994,0,2,691,2,2,2,262,36,0,0,0,0,0,8,2008,3,4,0,0,0,14,14,14,301500
30,4,4.02535169073515,8.308938252595778,1,3,3,1,3,2,19,4,1,4,5,5,8,1922,1950,2,1,7,7,3,0.0,3,3,4,0,3,3,5,0,5,0,864,864,2,4,1,3,6.761572768804055,0,0,6.761572768804055,0,0,1,0,2,1,3,4,4,0,4,4,2005,2,0,0,2,2,2,0,96,0,0,0,0,0,7,2009,3,4,0,0,1,87,59,4,99900
80,4,4.07753744390572,9.168163293076995,1,2,3,1,4,2,17,5,1,4,2,7,5,2005,2005,2,1,10,10,1,182.0,2,3,4,2,3,1,4,655,5,0,201,856,2,4,1,3,7.061334366910438,0,0,7.061334366910438,1,0,2,0,2,1,2,5,4,0,4,4,2005,0,2,400,2,2,2,212,0,0,0,0,0,0,7,2008,3,4,0,0,0,3,3,3,190000
20,4,4.174387269895637,9.185022563991891,1,3,3,1,1,2,22,5,1,4,5,6,8,1969,1969,2,1,9,8,3,0.0,3,3,3,2,3,3,3,602,3,438,14,1054,2,2,1,3,6.960347729101308,0,0,6.960347729101308,1,0,1,1,3,1,3,6,4,0,4,4,1969,2,2,460,2,2,2,180,0,0,0,80,0,0,7,2008,3,4,0,0,0,39,39,39,151000
60,4,4.0943445622221,10.11382951201313,1,0,3,1,2,2,17,1,1,4,4,6,5,1999,1999,2,1,10,10,3,0.0,3,3,4,2,3,3,5,0,5,0,841,841,2,4,1,3,6.79346613258001,783,0,7.423568444259167,0,0,2,1,3,1,3,7,4,1,3,2,1999,0,2,502,2,2,2,0,103,0,0,0,0,0,6,2009,3,4,1,0,0,10,10,10,181000
20,4,4.382026634673881,9.169518377455928,1,3,3,1,4,2,22,5,1,4,5,5,6,1956,1956,1,1,8,9,3,0.0,3,3,3,3,3,3,1,504,5,0,546,1050,2,2,1,3,6.956545443151569,0,0,6.956545443151569,0,0,1,0,2,1,3,5,4,0,4,4,1956,2,1,338,2,2,2,0,0,0,0,0,0,0,6,2009,3,4,0,0,0,53,53,53,128900
50,4,4.0943445622221,9.328123407632566,1,3,3,1,4,2,6,5,1,4,3,4,5,1957,1989,2,1,7,7,3,0.0,3,3,3,3,3,2,5,0,5,0,1104,1104,2,4,1,2,7.00669522683704,684,0,7.488852955733459,1,0,1,0,5,1,3,8,3,2,3,4,1957,2,1,304,2,2,2,120,0,0,0,0,0,0,11,2009,3,4,1,0,0,52,20,52,161500
70,4,4.0943445622221,9.511555458710548,1,3,3,1,4,2,12,5,1,4,4,6,6,1919,1950,0,1,7,7,3,0.0,3,3,4,3,3,3,5,0,5,0,764,764,2,4,1,2,6.966024187106113,764,0,7.508787170634276,0,0,1,0,3,1,3,8,4,1,4,3,1940,2,2,520,2,2,1,0,0,126,0,0,0,0,7,2007,3,4,0,0,0,88,57,67,180500
120,1,3.5263605246161616,8.308938252595778,1,3,3,1,4,2,22,5,1,3,5,6,5,1998,1999,2,1,8,9,3,0.0,2,3,4,2,3,3,4,266,5,0,1139,1405,2,4,1,3,7.198183577101943,0,0,7.198183577101943,1,0,2,0,2,1,2,5,4,0,4,4,1998,0,2,511,2,2,2,144,68,0,0,0,0,0,8,2008,1,2,0,0,0,10,9,10,181000
160,2,3.555348061489413,8.225503097566918,1,3,3,1,0,2,18,5,1,3,4,7,5,1999,1999,1,1,8,9,2,218.0,2,3,4,2,3,3,4,450,5,0,241,691,2,4,1,3,6.569481420414296,739,0,7.280697195384741,1,0,2,1,3,1,2,6,4,0,4,3,1999,2,2,506,2,2,2,0,34,0,0,0,0,0,3,2006,3,4,0,0,0,7,7,7,183900
190,3,4.0943445622221,9.222268942841456,1,2,2,1,4,2,20,4,1,0,0,7,4,1910,1950,1,1,7,7,3,0.0,0,3,3,3,3,3,5,0,5,0,925,925,2,3,0,1,6.871091294610546,925,0,7.543802867501509,0,0,1,1,4,2,3,9,4,1,4,3,1960,2,1,308,2,2,1,0,0,264,0,0,0,0,1,2007,3,4,0,0,0,97,57,47,122000
20,4,4.48863636973214,9.48903215258983,1,2,1,1,4,2,8,5,1,4,5,9,5,2008,2009,1,1,2,5,3,0.0,1,3,4,1,3,1,5,0,5,0,2002,2002,2,4,1,3,7.609862200913554,0,0,7.609862200913554,0,0,2,0,3,1,1,10,4,1,4,4,2009,0,3,746,2,2,2,144,76,0,0,0,0,0,5,2010,3,4,0,0,0,2,1,1,378500
50,4,4.0943445622221,9.55393007636626,1,2,3,1,4,1,11,5,1,4,3,8,9,1935,1997,2,1,2,2,2,632.0,3,2,3,3,3,0,1,192,5,0,536,728,2,4,1,3,7.584773077612199,1479,0,8.145259566516865,0,0,3,1,4,1,2,11,4,2,4,2,1982,2,3,1014,2,2,2,314,12,0,0,0,0,0,5,2008,3,4,1,0,0,73,11,26,381000
50,4,4.356708826689592,9.336444248771908,1,3,3,1,4,2,22,4,1,4,3,5,5,1958,1958,2,1,8,9,2,180.0,3,3,3,3,3,3,2,460,5,0,414,874,1,3,1,2,6.773080375655535,650,0,7.329093736246592,0,0,1,1,3,1,3,7,4,0,4,4,1958,2,1,315,2,2,2,0,0,0,0,0,0,0,7,2007,3,4,0,0,0,49,49,49,144000
40,4,4.0943445622221,10.068790104160488,1,3,0,1,4,0,6,5,1,4,5,7,6,1979,1979,0,0,6,6,3,0.0,2,3,4,2,3,1,4,1258,5,0,74,1332,2,3,1,3,7.194436851100335,192,0,7.329093736246592,2,0,0,1,0,1,2,4,4,1,3,4,1979,0,2,586,2,2,2,268,0,0,0,0,0,0,4,2010,3,4,1,0,0,31,31,31,260000
20,4,4.0943445622221,9.122164681072457,1,2,3,1,4,2,14,0,1,4,5,6,7,1968,1968,1,1,4,1,3,0.0,3,3,3,3,3,3,5,0,5,0,1489,1489,2,2,1,3,7.305860032684009,0,0,7.305860032684009,0,0,2,0,3,1,2,7,4,1,4,4,1968,1,2,462,2,2,2,0,0,0,0,0,0,0,8,2009,3,4,1,0,0,41,41,41,185750
20,4,4.0943445622221,9.512369038134883,1,2,3,1,2,2,15,5,1,4,5,5,6,1965,1965,1,1,9,6,2,114.0,3,3,3,3,3,3,2,560,3,375,0,935,2,3,1,3,6.840546529288687,0,0,6.840546529288687,1,0,1,0,3,1,3,5,4,0,4,4,1965,2,1,288,2,2,2,180,0,0,0,0,0,0,11,2006,3,4,1,0,0,41,41,41,137000
80,4,4.820281565605037,9.351145248567205,1,2,3,1,3,2,19,5,1,4,2,6,7,1959,2006,2,1,6,6,2,84.0,3,3,3,3,3,2,3,719,5,0,300,1019,2,2,1,3,7.213031659834869,0,0,7.213031659834869,1,0,1,0,2,1,1,5,4,1,4,1,1959,1,1,312,2,2,2,0,0,0,0,163,0,0,5,2008,3,4,0,0,0,49,2,49,177000
50,4,3.970291913552122,8.587092318795905,1,3,3,1,3,2,11,5,1,4,3,5,6,1910,2003,2,1,7,4,3,0.0,3,3,4,3,3,3,5,0,5,0,661,661,2,4,1,3,6.493753839851686,589,0,7.1308988302963465,0,0,2,0,3,1,3,8,4,1,4,3,1985,2,2,552,2,2,2,242,0,81,0,0,0,0,11,2007,3,4,0,0,0,97,4,22,139000
90,4,4.553876891600541,9.336532397213942,1,3,3,1,3,2,22,4,1,2,4,5,5,1948,1950,2,0,1,0,1,567.0,3,3,3,3,3,3,1,220,5,0,708,928,2,2,1,2,6.833031732786201,992,0,7.560080465021827,0,0,2,0,4,2,3,10,4,0,4,3,1948,2,2,400,2,1,2,0,0,0,0,0,0,0,7,2007,3,4,0,0,0,59,57,59,137000
