Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_NaN,MasVnrArea_NaN,GarageYrBlt_NaN,YearBuilt_diff,YearRemodAdd_diff,GarageYrBlt_diff
1035,30,4,3.912023005428146,8.74909824839902,1,3,2,1,4,2,11,5,1,4,5,5,7,1938,1950,2,1,8,9,3,0.0,3,2,4,0,1,3,5,0,5,0,920,920,2,4,1,3,6.860663671448287,0,0,6.860663671448287,0,0,1,0,2,1,0,5,4,1,4,1,1938,2,1,240,1,2,2,0,0,0,0,0,0,0,6,2007,3,4,119750,0,0,0,69,57,69
1036,20,4,4.0943445622221,9.350102314351341,1,2,3,1,2,2,19,5,1,4,5,4,3,1957,1957,2,1,7,7,3,0.0,3,2,1,3,3,3,5,0,5,0,0,0,2,4,0,3,6.739336627357174,0,0,6.739336627357174,0,0,1,0,3,1,3,5,4,0,4,3,1957,2,1,290,2,2,1,186,0,0,0,0,0,0,1,2009,3,4,84000,1,0,0,52,52,52
1037,20,4,4.48863636973214,9.464827539570322,1,2,1,1,4,2,8,5,1,4,5,9,5,2007,2008,1,1,10,10,1,70.0,2,3,4,1,3,1,4,1022,5,0,598,1620,2,4,1,3,7.3901814282264295,0,0,7.3901814282264295,1,0,2,0,2,1,1,6,4,1,1,4,2008,0,3,912,2,2,2,228,0,0,0,0,0,0,9,2009,3,4,315500,0,0,0,2,1,1
1038,60,4,4.0943445622221,9.131297164635729,1,3,3,1,4,2,21,5,1,4,4,8,5,2001,2002,2,1,10,10,2,396.0,2,3,4,2,3,3,5,0,5,0,1055,1055,2,4,1,3,6.961296045910167,1208,0,7.724446645633537,0,0,2,1,3,1,2,7,4,1,3,2,2001,0,2,905,2,2,2,0,45,0,0,189,0,0,9,2008,3,4,287000,1,0,0,7,6,7
1039,160,3,3.044522437723423,7.334981878871814,1,3,3,1,4,2,2,5,1,1,4,4,6,1970,2008,2,1,5,5,3,0.0,3,3,3,3,3,3,5,0,5,0,546,546,2,3,1,3,6.682108597449809,546,0,7.203405521083095,0,0,1,1,3,1,3,6,4,1,3,4,2005,2,0,0,2,2,2,0,0,0,0,0,0,0,5,2009,3,4,97000,0,0,1,39,1,4
1040,180,3,3.044522437723423,7.29776828253138,1,3,3,1,4,2,2,5,1,3,1,4,4,1970,1970,2,1,5,5,3,0.0,3,3,3,2,3,2,4,509,5,0,121,630,2,3,1,3,6.4457198193855785,0,0,6.4457198193855785,1,0,1,0,1,1,3,3,4,0,4,4,1970,2,1,286,2,2,2,0,0,0,0,0,0,0,4,2009,3,4,80000,0,0,0,39,39,39
1041,20,4,4.477336814478207,9.482274087459825,1,3,3,1,3,2,15,5,1,4,5,5,4,1957,2000,2,1,7,7,0,67.0,3,3,3,3,3,3,1,168,2,682,284,1134,2,4,1,3,7.497207223203318,0,0,7.497207223203318,1,0,2,0,3,1,3,8,1,1,3,4,1957,1,2,484,2,2,2,0,0,0,0,0,0,0,1,2006,3,4,155000,0,0,0,49,6,49
1042,60,4,4.0943445622221,9.119320973589014,1,3,3,1,4,2,14,4,1,4,4,6,8,1966,2000,1,1,9,8,2,252.0,3,3,3,3,3,3,4,400,4,64,336,800,2,2,1,3,6.684611727667927,832,0,7.397561535524052,0,1,1,1,4,1,2,7,4,0,4,4,1966,2,2,484,2,2,2,0,40,0,0,0,0,0,7,2008,3,4,173000,1,0,0,42,8,42
1043,120,4,3.5263605246161616,8.59062950948942,1,2,3,1,4,2,16,5,1,1,5,6,5,2005,2005,2,1,10,10,1,135.0,2,3,4,2,3,2,3,900,5,0,406,1306,2,4,1,3,7.174724309836376,0,0,7.174724309836376,1,0,2,0,1,1,2,5,4,1,4,4,2005,1,2,624,2,2,2,170,63,0,0,0,0,0,8,2009,3,4,196000,0,0,0,4,4,4
1044,60,4,4.454347296253507,9.379154445411636,1,3,3,1,4,2,13,5,1,4,4,7,5,1990,1990,1,1,9,8,2,99.0,3,3,4,2,3,3,4,1085,5,0,390,1475,2,4,1,3,7.3343293503005365,797,0,7.753194269884341,1,0,2,1,4,1,2,10,4,1,1,4,1990,2,2,514,2,2,2,192,121,0,0,0,0,0,5,2008,3,4,262280,0,0,0,18,18,18
1045,20,4,4.382026634673881,9.169518377455928,1,3,3,1,4,2,14,0,1,4,5,8,5,1981,1981,1,0,4,1,3,0.0,2,3,4,2,3,3,3,1104,5,0,1420,2524,2,3,1,3,7.8336002236611035,0,0,7.8336002236611035,1,0,2,1,4,1,2,9,4,1,4,4,1981,0,2,542,2,2,2,474,120,0,0,0,0,0,7,2009,3,4,278000,0,0,0,28,28,28
1046,20,4,4.0943445622221,9.523690191176541,1,2,3,1,2,2,19,5,1,4,5,3,5,1955,1955,1,1,4,7,3,0.0,3,3,1,3,3,3,5,0,5,0,0,0,2,4,1,2,7.457609289715606,0,0,7.457609289715606,0,0,2,0,4,1,3,8,3,1,4,4,1955,2,2,452,2,2,2,0,0,0,0,0,0,0,6,2009,3,4,139600,1,0,0,54,54,54
1047,60,4,4.442651256490317,9.683837890476173,1,2,3,1,4,2,5,5,1,4,4,9,5,2005,2006,1,1,5,5,1,208.0,2,3,4,1,3,2,4,240,5,0,1752,1992,2,4,1,3,7.596894438144544,876,0,7.961370201719511,0,0,3,1,4,1,1,11,4,1,4,2,2005,0,3,716,2,2,2,214,108,0,0,0,0,0,7,2006,2,3,556581,0,0,0,1,0,1
1048,20,4,4.04305126783455,9.131838143821225,1,1,3,1,4,2,21,5,1,4,5,5,5,1994,1995,2,1,10,10,3,0.0,3,3,4,2,3,3,4,686,5,0,304,990,2,4,1,3,6.897704943128636,0,0,6.897704943128636,0,1,1,0,3,1,3,5,4,0,4,3,1996,2,2,672,2,2,2,0,0,0,0,0,0,0,2,2008,3,4,145000,0,0,0,14,13,12
1049,20,4,4.605170185988092,9.98736903651683,1,3,3,1,4,2,10,5,1,4,5,5,4,1960,2006,1,1,9,8,2,75.0,3,1,1,3,3,3,5,0,5,0,0,0,2,3,1,3,7.479299637782834,0,0,7.479299637782834,0,0,1,0,3,1,3,9,2,1,3,4,1960,2,2,336,2,2,2,0,0,0,0,0,0,0,11,2009,3,4,115000,0,0,0,49,3,49
1050,20,4,4.0943445622221,9.314700387300425,1,3,0,1,4,2,19,5,1,4,5,4,7,1946,2006,2,1,8,9,3,0.0,3,3,3,3,3,3,5,0,5,0,0,0,2,4,1,3,6.835184586147301,0,0,6.835184586147301,0,0,1,0,2,1,2,6,4,0,4,3,1946,2,1,308,2,2,2,0,0,0,0,0,0,0,4,2010,3,2,84900,0,0,0,64,4,64
1051,20,4,4.290459441148391,9.104201775914515,1,2,3,1,4,2,17,5,1,4,5,7,5,2007,2007,2,1,10,10,3,0.0,2,3,4,2,3,2,5,0,5,0,1302,1302,2,4,1,3,7.171656822768514,0,0,7.171656822768514,0,0,2,0,3,1,2,6,4,0,4,4,2007,0,2,436,2,2,2,0,22,0,0,0,0,0,8,2007,2,3,176485,0,0,0,0,0,0
1052,20,4,4.634728988229636,9.32143441948177,1,2,3,1,3,2,21,5,1,4,5,7,5,2007,2007,2,1,10,10,3,0.0,2,3,4,2,3,2,5,0,5,0,1316,1316,2,4,1,3,7.182352111885263,0,0,7.182352111885263,0,0,2,0,3,1,2,6,4,1,4,4,2007,0,2,440,2,2,2,0,20,0,0,0,0,0,10,2007,2,3,200141,0,0,0,0,0,0
1053,60,4,4.605170185988092,9.159047077588632,1,3,3,1,3,2,22,3,1,4,4,6,6,1964,1978,2,1,10,10,0,272.0,3,3,3,3,3,3,1,442,5,0,374,816,2,3,1,3,7.027314514039777,850,0,7.589335823170617,0,1,1,1,4,1,3,9,4,1,3,4,1964,1,2,540,2,2,2,0,52,0,0,0,0,0,6,2007,3,4,165000,0,0,0,43,29,43
1054,20,4,4.219507705176107,9.055089086704891,1,3,3,1,4,1,19,5,1,4,5,5,6,1957,2002,1,1,9,8,1,145.0,3,3,3,3,3,2,1,383,5,0,833,1216,2,4,1,2,7.330405211844402,0,0,7.330405211844402,0,0,1,0,4,1,3,7,3,1,4,1,1957,2,1,364,2,2,2,116,78,0,0,0,0,0,5,2010,3,4,144500,0,0,0,53,8,53
1055,60,4,4.499809670330265,9.33846969968671,1,3,3,1,3,2,21,5,1,4,4,8,5,2002,2002,2,1,10,10,2,210.0,2,3,4,2,3,0,4,932,5,0,133,1065,2,4,1,3,6.994849985833071,898,0,7.5953872788539725,1,0,2,1,3,1,2,7,4,1,4,4,2002,0,2,586,2,2,2,199,60,0,0,0,0,0,11,2006,3,4,255000,0,0,0,4,4,4
1056,20,4,4.6443908991413725,9.337941716569905,1,3,3,1,4,2,14,5,1,4,5,6,5,1976,1976,2,1,6,6,2,160.0,3,3,3,2,3,3,3,644,5,0,549,1193,2,3,1,3,7.328437352895162,0,0,7.328437352895162,0,1,2,0,3,1,3,7,4,1,3,4,1976,0,2,478,2,2,2,0,0,0,0,189,0,0,5,2008,1,2,180000,0,0,0,32,32,32
1057,120,4,3.7612001156935624,8.861066543517762,1,2,3,1,4,2,16,5,1,3,5,7,5,2005,2005,2,1,10,10,1,240.0,2,3,4,2,3,2,4,659,5,0,705,1364,2,4,1,3,7.218176838403408,0,0,7.218176838403408,1,0,2,0,2,1,2,6,4,1,4,4,2005,1,2,484,2,2,2,192,36,0,0,0,0,0,6,2006,3,4,185850,0,0,0,1,1,1
1058,60,4,4.0943445622221,10.307585059236986,1,1,3,1,1,2,9,5,1,4,4,7,6,1994,1994,2,1,9,8,3,0.0,2,3,4,2,3,3,4,595,5,0,378,973,2,4,1,3,6.88653164253051,871,0,7.52294091807237,0,0,2,1,3,1,2,7,4,1,4,2,1994,0,2,467,2,2,2,168,98,0,0,0,0,0,1,2009,3,4,248000,1,0,0,15,15,15
1059,60,4,4.564348191467836,9.33326571881348,1,2,3,1,4,2,16,5,1,4,4,9,5,2008,2008,2,1,10,10,1,154.0,1,3,4,1,3,2,4,936,5,0,168,1104,2,4,1,3,7.029972911706386,1054,0,7.688913336864796,1,0,2,1,3,1,1,10,4,1,4,4,2008,0,3,836,2,2,2,0,102,0,0,0,0,0,7,2009,3,4,335000,0,0,0,1,1,1
1060,50,4,4.0943445622221,9.330343164370879,1,2,1,1,3,1,11,5,1,4,3,6,7,1932,1950,2,1,8,9,2,480.0,3,3,3,3,3,0,1,297,3,557,0,854,2,3,1,3,6.999422467507961,895,0,7.596392304064196,0,0,1,1,3,1,3,7,4,1,4,3,1977,2,2,432,2,1,2,0,0,19,0,0,0,0,3,2007,3,4,220000,1,0,0,75,57,30
1061,120,4,3.713572066704308,8.501063809486354,1,3,3,1,4,2,5,5,1,3,5,8,5,2001,2001,2,1,5,5,3,0.0,2,3,4,2,3,0,4,616,5,0,722,1338,2,4,1,3,7.198931240688173,0,0,7.198931240688173,1,0,2,0,2,1,2,6,4,0,4,4,2001,0,2,582,2,2,2,0,0,170,0,0,0,0,4,2010,3,4,213500,0,0,0,9,9,9
1062,30,0,4.787491742782046,9.798127036878302,0,3,0,1,4,2,7,5,1,4,5,3,4,1935,1950,2,1,8,9,3,0.0,0,3,3,3,3,3,5,0,5,0,894,894,2,3,1,3,6.795705775173514,0,0,6.795705775173514,0,0,1,0,2,1,3,6,4,0,4,3,1994,1,3,1248,2,2,2,0,20,0,0,0,0,560,8,2008,0,4,81000,0,0,0,73,58,14
1063,190,3,4.442651256490317,9.517825071724143,1,3,3,1,4,2,20,5,1,0,4,5,5,1900,1950,2,1,7,7,3,0.0,3,3,2,3,3,3,5,0,5,0,662,662,2,3,0,3,7.259819610363186,915,0,7.756623334538858,0,0,2,0,5,2,3,10,3,0,4,3,1945,2,2,560,2,2,2,0,57,0,0,0,0,0,9,2007,3,4,90000,0,0,0,107,57,62
1064,30,3,3.912023005428146,8.699514748210191,1,3,3,1,4,2,20,3,1,4,5,6,6,1925,1980,2,1,8,9,3,0.0,3,2,2,3,3,3,2,397,5,0,706,1103,2,2,1,3,7.005789019253503,0,0,7.005789019253503,0,0,1,0,2,1,2,5,4,1,4,3,1976,2,2,440,2,2,2,166,120,0,0,0,0,0,7,2006,3,4,110500,0,0,0,81,26,30
1065,20,4,4.0943445622221,9.305650551780507,1,2,3,1,2,2,22,5,1,4,5,5,6,1966,1966,2,1,6,6,2,200.0,3,3,3,3,3,0,2,740,4,230,184,1154,2,4,1,3,7.050989447068045,0,0,7.050989447068045,0,0,1,1,3,1,3,6,4,1,0,4,1966,1,2,480,2,2,2,0,58,0,0,0,0,0,11,2009,3,4,154000,1,0,0,43,43,43
1066,60,4,4.382026634673881,9.546812608597396,1,3,3,1,4,1,6,5,1,4,4,7,5,1996,1997,2,1,7,7,3,0.0,2,3,4,1,3,1,4,1201,5,0,105,1306,2,4,1,3,7.174724309836376,954,0,7.723120092266331,1,0,2,1,3,1,2,7,4,0,4,4,1996,1,2,533,2,2,2,296,44,0,0,0,0,0,4,2010,3,4,328000,0,0,0,14,13,14
1067,60,4,4.07753744390572,8.966611387052865,1,2,3,1,4,2,17,5,1,4,4,6,7,1993,1994,2,1,10,10,3,0.0,2,3,4,2,3,3,5,0,5,0,799,799,2,2,1,3,6.683360945766275,772,0,7.359467638255621,0,0,2,1,3,1,3,7,4,1,3,4,1993,1,2,380,2,2,2,0,40,0,0,0,0,0,5,2009,3,4,178000,0,0,0,16,15,16
1068,60,4,4.382026634673881,9.186047679407139,1,3,3,1,4,1,22,5,1,4,4,6,6,1964,1964,2,1,9,8,2,360.0,3,3,3,3,3,1,4,674,3,106,0,780,2,3,1,3,6.682108597449809,813,0,7.384610383176974,1,0,1,1,4,1,3,7,4,0,4,4,1964,1,2,442,2,2,2,328,128,0,0,189,0,0,6,2008,3,4,167900,0,0,0,44,44,44
1069,160,3,3.7376696182833684,8.285008895449879,1,3,3,1,4,2,2,5,1,3,4,6,4,1973,1973,2,1,5,5,3,0.0,3,3,3,2,3,3,3,837,5,0,105,942,2,2,1,3,7.1631723908466425,1230,0,7.83241092718792,1,0,2,1,5,1,3,10,1,1,4,4,1973,0,2,576,2,2,2,728,20,0,0,0,0,0,6,2006,3,4,151400,0,0,0,33,33,33
1070,45,4,4.0943445622221,9.169518377455928,1,3,3,1,4,2,22,5,1,4,0,5,7,1949,2003,2,1,8,9,3,0.0,3,3,3,3,3,3,3,220,5,0,625,845,2,3,1,3,6.794586580876499,0,0,6.794586580876499,0,1,1,0,2,1,2,4,4,0,4,3,1985,2,2,576,2,2,2,0,0,0,0,0,0,0,5,2007,3,4,135000,0,0,0,58,4,22
1071,20,4,4.276666119016055,9.225426009394223,1,3,3,1,4,2,22,5,1,4,5,5,5,1956,1956,1,1,8,9,2,120.0,3,3,3,3,3,3,2,586,5,0,462,1048,2,3,1,3,6.954638864880987,0,0,6.954638864880987,1,0,1,0,3,1,3,6,4,0,4,4,1956,2,1,286,2,2,2,0,20,0,0,192,0,0,6,2007,3,4,135000,0,0,0,51,51,51
1072,60,4,4.356708826689592,9.367344120785848,1,3,3,1,4,2,14,1,1,4,4,6,6,1968,1968,2,1,8,9,3,0.0,3,3,3,3,3,3,1,298,5,0,429,727,2,4,1,3,6.720220155135295,727,0,7.349873704738337,0,0,1,1,4,1,3,8,4,0,4,4,1968,2,2,441,2,2,2,0,0,0,0,0,0,0,5,2009,3,4,154000,0,0,0,41,41,41
1073,50,4,3.912023005428146,8.933927891782632,1,3,3,1,4,2,19,3,1,4,3,5,3,1948,1950,2,1,8,9,3,0.0,3,3,3,0,1,0,5,0,5,0,810,810,2,1,1,2,6.90975328164481,454,0,7.283448228756631,1,1,1,0,4,1,3,7,4,1,3,3,1954,2,1,280,2,2,0,0,0,0,0,0,0,0,8,2006,3,4,91500,0,0,0,58,56,52
1074,60,4,4.31748811353631,8.980927207648378,1,2,2,1,3,2,19,5,1,4,4,6,6,1977,1977,1,1,9,6,2,140.0,3,3,3,3,3,3,2,535,5,0,155,690,2,3,1,3,6.548219102762372,728,0,7.262628600974241,0,0,1,1,3,1,3,6,4,0,4,4,1977,0,2,440,2,2,2,252,0,0,0,0,0,0,7,2009,3,4,159500,0,0,0,32,32,32
1075,20,4,4.30406509320417,9.054388070202297,1,3,3,1,4,2,21,5,1,4,5,7,5,2006,2006,2,1,10,10,3,0.0,2,3,4,2,3,2,5,0,5,0,1240,1240,2,4,1,3,7.122866658599083,0,0,7.122866658599083,0,0,2,0,2,1,2,5,4,0,4,4,2006,1,3,826,2,2,2,140,93,0,0,0,0,0,5,2007,3,4,194000,0,0,0,1,1,1
1076,70,4,4.31748811353631,9.482274087459825,1,3,3,1,4,2,11,5,1,4,4,7,6,1940,1984,2,1,7,7,3,0.0,3,3,3,3,3,3,2,410,5,0,390,800,2,3,1,3,6.866933284461882,780,0,7.461640392208575,0,0,1,1,3,1,3,6,4,2,4,4,1940,2,1,240,2,2,2,0,0,0,0,0,0,0,7,2007,0,4,219500,0,0,0,67,23,67
1077,50,4,4.0943445622221,9.287301413112312,1,3,3,1,4,2,20,5,1,4,3,5,8,1936,1989,2,1,7,7,3,0.0,3,3,3,0,3,3,3,626,5,0,170,796,2,2,1,3,6.999422467507961,370,0,7.290292882446597,0,1,2,0,3,1,2,7,2,1,3,4,1950,2,2,566,2,2,2,436,21,0,0,0,0,500,4,2006,3,4,170000,0,0,0,70,17,56
1078,20,4,4.0943445622221,9.672185813520455,1,2,3,1,3,2,22,5,1,4,5,5,5,1969,1969,2,1,10,6,3,0.0,3,3,3,3,3,0,2,75,4,791,230,1096,2,4,1,3,6.999422467507961,0,0,6.999422467507961,1,0,1,0,3,1,3,6,4,0,4,4,1969,0,1,299,2,2,2,240,32,0,0,0,0,0,3,2006,3,2,138800,1,0,0,37,37,37
1079,120,3,3.6109179126442243,8.39728289474368,1,3,3,1,4,2,21,5,1,3,5,6,5,2004,2004,2,1,10,10,2,169.0,2,3,4,2,3,0,4,662,5,0,186,848,2,4,1,3,6.742880635791903,0,0,6.742880635791903,1,0,1,0,1,1,2,3,4,1,4,4,2004,1,2,420,2,2,2,140,0,0,0,0,0,0,5,2006,3,4,155900,0,0,0,2,2,2
1080,20,4,4.174387269895637,9.079662048334066,1,3,3,1,4,2,21,5,1,4,5,5,5,1994,1994,2,1,10,10,3,0.0,3,3,4,2,3,3,4,495,5,0,495,990,2,2,1,3,6.897704943128636,0,0,6.897704943128636,0,0,1,0,3,1,3,5,4,0,4,4,1996,2,1,299,2,2,2,0,64,0,0,0,0,0,4,2007,3,4,126000,0,0,0,13,13,11
1081,20,4,4.382026634673881,9.309280319831087,1,3,3,1,4,2,14,5,1,4,5,6,7,1971,2004,2,1,10,10,2,144.0,2,2,3,3,3,3,3,656,5,0,602,1258,2,4,1,3,7.1372784372603855,0,0,7.1372784372603855,0,1,2,0,3,1,2,5,4,0,4,4,1971,1,2,528,2,2,2,55,0,0,216,0,0,0,10,2008,1,2,145000,0,0,0,37,4,37
1082,20,4,4.31748811353631,8.922658299524402,1,3,3,1,3,2,15,4,1,4,5,5,5,1963,1963,2,1,9,8,3,0.0,3,3,3,3,3,3,3,824,5,0,216,1040,2,1,1,3,6.946975992135418,0,0,6.946975992135418,1,0,1,1,3,1,3,5,4,0,4,4,1963,0,1,308,2,2,2,0,0,220,0,0,0,0,6,2010,3,4,133000,0,0,0,47,47,47
1083,20,4,4.248495242049359,9.076694687106265,1,3,3,1,4,2,21,5,1,4,5,7,5,2002,2002,2,1,10,10,2,100.0,2,3,4,2,3,3,5,0,5,0,1459,1459,2,4,1,3,7.285506548522785,0,0,7.285506548522785,0,0,2,0,3,1,2,6,4,1,4,4,2002,1,2,527,2,2,2,192,39,0,0,0,0,0,9,2007,3,4,192000,0,0,0,5,5,5
1084,20,4,4.382026634673881,9.082507000466299,1,3,3,1,4,2,22,5,1,4,5,6,6,1964,1964,1,1,9,8,2,425.0,3,3,3,3,3,3,2,553,5,0,698,1251,2,3,1,3,7.1316985104669115,0,0,7.1316985104669115,1,0,1,0,3,1,3,6,4,2,4,4,1964,1,1,461,2,2,2,0,116,0,0,0,0,700,3,2006,3,4,160000,0,0,0,42,42,42
1085,60,4,4.0943445622221,9.475086413144906,1,1,3,1,3,2,17,5,1,4,4,6,5,1995,1996,2,1,9,8,3,0.0,3,3,4,2,3,3,3,592,5,0,99,691,2,2,1,3,6.53813982376767,807,0,7.311886164077165,0,0,2,1,3,1,3,6,4,1,3,4,1995,0,2,409,2,2,2,315,44,0,0,0,0,0,7,2006,3,4,187500,1,0,0,11,10,11
1086,85,4,4.290459441148391,9.112617283447568,1,3,3,1,4,2,13,5,1,4,1,6,6,1992,1992,2,1,9,8,3,0.0,3,3,4,2,3,2,4,747,5,0,189,936,2,4,1,3,6.903747257584598,0,0,6.903747257584598,1,0,1,0,2,1,2,5,4,0,4,4,1992,2,2,564,2,2,2,120,0,0,0,0,0,0,4,2010,3,4,147000,0,0,0,18,18,18
1087,160,3,4.0943445622221,7.587817219993427,1,3,3,1,4,2,2,5,1,3,4,4,5,1973,1973,2,1,5,5,3,0.0,3,3,3,3,3,3,2,334,5,0,212,546,2,3,1,3,6.302618975744905,546,0,6.9957661563048505,0,0,1,1,3,1,3,6,4,0,4,4,1973,1,1,286,2,2,2,120,96,0,0,0,0,0,5,2010,3,4,83500,1,0,0,37,37,37
1088,60,2,4.442651256490317,9.266153436795395,1,3,3,1,4,2,18,5,1,4,4,8,5,2005,2006,2,1,10,10,3,0.0,2,3,4,2,3,0,5,0,5,0,1082,1082,2,4,1,3,6.9865664594064265,871,0,7.577121930876679,0,0,2,1,3,1,2,9,4,1,4,4,2005,1,3,1043,2,2,2,160,50,0,0,0,0,0,5,2009,3,4,252000,0,0,0,4,3,4
1089,160,3,3.1780538303479458,7.8328075165248645,1,3,3,1,4,2,19,5,1,1,4,7,5,2004,2004,2,1,10,10,1,50.0,2,3,4,2,3,3,5,0,5,0,970,970,2,4,1,3,6.877296071497429,739,0,7.443663683115591,0,0,2,0,3,1,2,7,1,0,4,3,2004,2,2,380,2,2,2,0,40,0,0,0,0,0,4,2006,3,4,137500,0,0,0,2,2,2
1090,120,2,3.6109179126442243,8.106514516255185,1,2,3,1,4,2,18,5,1,3,5,8,5,2005,2005,2,1,8,9,3,0.0,2,3,4,2,3,3,4,1039,5,0,208,1247,2,4,1,3,7.1284959456800365,0,0,7.1284959456800365,1,0,1,1,1,1,2,4,4,1,4,4,2005,0,2,550,2,2,2,0,84,0,0,0,0,0,4,2006,3,4,197000,0,0,0,1,1,1
1091,90,4,4.0943445622221,9.052984561199976,1,3,3,1,3,2,22,5,1,2,5,3,4,1950,1950,2,1,4,1,3,0.0,3,3,1,3,3,3,5,0,5,0,0,0,0,1,0,2,6.946975992135418,0,0,6.946975992135418,0,0,2,0,2,2,3,6,4,0,4,3,1987,2,2,400,2,2,2,0,0,0,0,0,0,0,6,2009,3,4,92900,0,0,0,59,59,22
1092,160,2,3.1780538303479458,7.67786350067821,1,3,3,1,4,2,18,5,1,1,4,7,5,1999,2000,2,1,8,9,2,212.0,2,3,4,2,3,3,2,510,5,0,90,600,2,4,1,3,6.436150368369428,628,0,7.132497551660044,1,0,2,1,2,1,2,4,4,0,4,3,1999,2,2,462,2,2,2,0,48,0,0,0,0,0,3,2008,3,4,160000,0,0,0,9,8,9
1093,50,4,4.0943445622221,9.035986984831405,1,3,2,1,4,2,4,5,1,4,3,6,5,1925,1950,2,1,8,9,3,0.0,3,3,4,3,3,3,1,423,5,0,758,1181,2,1,1,3,7.237059026124737,304,0,7.434847875211999,0,0,2,0,4,1,3,7,4,1,4,3,1925,2,2,576,2,2,2,342,0,128,0,0,0,0,6,2008,3,4,136500,0,0,0,83,58,83
1094,20,4,4.2626798770413155,9.130214327496898,1,3,3,1,3,2,22,4,1,4,5,5,8,1965,1998,1,1,8,9,2,166.0,3,3,3,3,3,0,4,661,5,0,203,864,2,2,1,3,7.090076835776092,0,0,7.090076835776092,1,0,1,1,1,1,2,6,4,0,4,3,1977,2,2,884,2,2,2,0,64,0,0,0,0,0,10,2006,3,4,146000,0,0,0,41,8,29
1095,20,4,4.30406509320417,8.677269139262872,1,3,3,1,4,2,22,5,1,4,5,5,7,1956,2000,2,1,8,9,3,0.0,3,3,3,3,3,3,2,248,4,240,448,936,2,4,1,3,6.841615476477592,0,0,6.841615476477592,1,0,1,0,2,1,3,4,4,0,4,4,1956,0,1,308,2,2,2,0,0,80,0,160,0,0,5,2010,3,4,129000,0,0,0,54,10,54
1096,20,4,4.356708826689592,9.139595967450425,1,2,3,1,4,2,21,5,1,4,5,6,5,2006,2006,2,1,10,10,3,0.0,2,3,4,2,3,3,4,24,5,0,1290,1314,2,2,1,3,7.1808311990445555,0,0,7.1808311990445555,0,0,2,0,3,1,2,6,4,1,4,4,2006,1,2,440,2,2,2,0,22,0,0,0,0,0,3,2007,3,4,176432,0,0,0,1,1,1
1097,70,3,4.0943445622221,8.836664586357426,1,3,3,1,4,2,7,5,1,4,4,6,7,1914,2006,2,1,7,7,3,0.0,3,3,4,3,3,3,5,0,5,0,684,684,2,3,1,3,6.650279048587422,582,0,7.2115567333138015,0,0,1,1,3,1,2,7,4,0,4,4,2005,2,0,0,2,2,2,136,0,115,0,0,0,0,3,2007,3,4,127000,0,0,1,93,1,2
1098,120,4,4.0943445622221,8.215006432761575,1,3,3,1,4,2,5,5,1,3,5,8,5,1986,1986,2,1,9,8,3,0.0,2,3,3,2,3,3,5,0,5,0,1074,1074,2,4,1,3,6.992096427415888,0,0,6.992096427415888,0,0,1,1,2,1,2,5,4,0,4,4,1987,1,2,461,2,2,2,0,74,137,0,0,0,0,10,2007,3,4,170000,1,0,0,21,21,20
1099,50,3,3.912023005428146,8.699514748210191,1,3,3,1,4,2,12,5,1,4,3,4,6,1936,1950,2,1,8,9,3,0.0,3,3,2,3,3,3,2,672,5,0,0,672,2,3,1,3,6.6293632534374485,567,0,7.188412736496954,0,0,1,0,3,1,3,6,4,0,4,3,1936,2,1,240,2,2,2,0,0,0,0,0,0,0,7,2009,3,4,128000,0,0,0,73,59,73
1100,20,4,4.406719247264253,9.382611592916636,1,2,3,1,4,2,14,1,1,4,5,7,5,1978,1978,2,1,6,6,2,206.0,3,3,3,2,3,3,3,704,5,0,567,1271,2,3,1,3,7.3783837129967145,0,0,7.3783837129967145,0,0,2,0,3,1,3,7,4,1,3,4,1978,1,2,478,2,2,2,0,0,0,0,0,0,0,4,2009,1,2,157000,0,0,0,31,31,31
1101,30,4,4.0943445622221,9.035986984831405,1,3,2,1,4,2,4,5,1,4,5,2,5,1920,1950,2,1,7,7,3,0.0,3,3,3,3,1,3,1,290,5,0,0,290,2,3,0,1,6.082218910376446,0,0,6.082218910376446,0,0,1,0,1,1,0,3,4,0,4,3,1930,2,1,246,2,2,1,0,0,0,0,0,0,0,1,2009,3,4,60000,0,0,0,89,59,79
